symbol,stock_name,isin
SAICOM,SAIANAND COMMERCIAL LIMITED,INE092G01024
SAINIK,SAINIK FINANCE & INDUSTRIES LT,INE584B01013
SEKURITIND,SAINT-GOBAIN SEKURIT INDIA LTD,INE068B01017
SAKSOFT,SAKSOFT LTD.,INE667G01023
SAKTHIFIN,SAKTHI FINANCE LTD.,INE302E01014
SAKHTISUG,SAKTHI SUGARS LTD.,INE623A01011
SAKUMA,SAKUMA EXPORTS LTD.,INE190H01024
SALAUTO,SAL AUTOMOTIVE LIMITED,INE724G01014
SALASAR,Salasar Techno Engineering Lim,INE170V01027
SALEM,Salem Erode Investments Ltd.,INE894E01028
SALONA,SALONA COTSPIN LTD.,INE498E01010
SALORAINTL,SALORA INTERNATIONAL LTD.,INE924A01013
SALZERELEC,SALZER ELECTRONICS LTD.,INE457F01013
SAMINDUS,SAM INDUSTRIES LTD.,INE653D01012
SAMBANDAM,SAMBANDAM SPINNING MILLS LTD.,INE304D01012
SAMBHAAV,SAMBHAAV MEDIA LTD.,INE699B01027
SAMBHV,SAMBHV STEEL TUBES LIMITED,INE12NJ01018
SAMHI,Samhi Hotels Limited,INE08U801020
SAMKRG,SAMKRG PISTONS & RINGS LTD.,INE706B01012
SAMMAANCAP,Sammaan Capital Limited,INE148I01020
SAMPANN,Sampann Utpadan India Limited,INE735M01018
SILL,Sampark India Logistics Limite,INE147701010
SAMPAT,SAMPAT ALUMINIUM LIMITED,INE10XS01012
SAMPRE,SAMPRE NUTRITIONS LTD.,INE375C01022
SAMRATFORG,Samrat Forgings Limited,INE412J01010
SAMRATPH,SAMRAT PHARMACHEM LTD.,INE103E01016
SAMSRITA,SAMSRITA LABS LIMITED,INE579N01018
SAMTELIN,SAMTEL INDIA LTD.,INE538C01017
SAMTEX,SAMTEX FASHIONS LTD.,INE931D01020
MOTHERSON,Samvardhana Motherson Internat,INE775A01035
SAMYAKINT,SAMYAK INTERNATIONAL LTD.,INE607G01011
SANATHAN,Sanathan Textiles Limited,INE0JPD01013
SEL,SANATHNAGAR ENTERPRISES LIMITE,INE367E01033
SANCTRN,SANCO TRANS LTD.,INE391G01012
SANCODE,Sancode Technologies Limited,INE0P7001013
SANDESH,SANDESH LTD.,INE583B01015
SANDHAR,Sandhar Technologies Limited,INE278H01035
SANDUPHQ,SANDU PHARMACEUTICALS LTD.,INE751D01014
SANDUMA,SANDUR MANGANESE & IRON ORES L,INE149K01016
SANPA,SANGAL PAPERS LTD.,INE384D01022
SANGAMIND,SANGAM (INDIA) LTD.,INE495C01010
SANGAMFIN,Sangam Finserv Limited,INE475D01010
SANGHVIMOV,SANGHVI MOVERS LTD.,INE989A01032
SANJIVIN,SANJIVANI PARANTERAL LTD.,INE860D01013
SANINFRA,SANMIT INFRA LIMITED,INE799C01049
SANOFICONR,Sanofi Consumer Healthcare Ind,INE0UOS01011
SANOFI,SANOFI INDIA LTD,INE058A01010
SANTETX,SANRHEA TECHNICAL TEXTILES LTD,INE589J01015
SANSERA,Sansera Engineering Limited,INE953O01021
SANSTAR,SANSTAR LIMITED,INE08NE01025
SANWARIA,SANWARIA CONSUMER LIMITED,INE890C01046
SAPPHIRE,Sapphire Foods India Limited,INE806T01020
SCBL,Saptak Chem And Business Limit,INE467X01023
SPTRSHI,SAPTARISHI AGRO INDUSTRIES LTD,INE233P01017
SAPL,Sar  Auto Products Limited,INE002E01010
ZSARACOM,SARASWATI COMMERCIAL (INDIA) L,INE967G01019
SSDL,SARASWATI SAREE DEPOT LIMITED,INE0PQ101010
SARDAEN,SARDA ENERGY & MINERALS LTD.,INE385C01021
SAREGAMA,SAREGAMA INDIA LTD.,INE979A01025
SARLAPOLY,SARLA PERFORMANCE FIBERS LTD.,INE453D01025
SARTHAKGL,SARTHAK GLOBAL LTD.,INE075H01019
SARTHAKIND,SARTHAK INDUSTRIES LTD.,INE074H01012
SMLT,Sarthak Metals Limited,INE017W01010
SARUPINDUS,SARUP INDUSTRIES LTD.,INE305D01019
SARVESHWAR,Sarveshwar Foods Limited,INE324X01026
SASKEN,Sasken Technologies Limited,INE231F01020
SATCH,SATCHMO HOLDINGS LIMITED,INE639K01016
SATIA,SATIA INDUSTRIES LIMITED,INE170E01023
SATIN,SATIN CREDITCARE NETWORK LIMIT,INE836B01017
SATTRIX,SATTRIX INFORMATION SECURITY L,INE0QUV01010
SATTVASUKU,SATTVA SUKUN LIFECARE LIMITED,INE280E01038
SAUMYA,Saumya Consultants Ltd.,INE563C01015
SAURASHCEM,SAURASHTRA CEMENT LTD.,INE626A01014
7TEC,SAVEN TECHNOLOGIES LTD.,INE856B01023
SAVERA,SAVERA INDUSTRIES LTD.,INE104E01014
SOTL,SAVITA OIL TECHNOLOGIES LTD.,INE035D01020
SAWACA,SAWACA ENTERPRISES LIMITED,INE248B01023
SHILINDORE,Sayaji Hotels (Indore) Limited,INE0MGS01014
SHPLPUNE,Sayaji Hotels (Pune) Limited,INE07G501017
SAYAJIIND,Sayaji Industries Limited,INE327G01032
SBC,SBC EXPORTS LIMITED,INE04AK01028
SBECSUG,SBEC SUGAR LTD.,INE948G01019
SBECSYS,SBEC SYSTEMS (INDIA) LTD.,INE689V01018
SBFC,SBFC Finance Limited,INE423Y01016
SBICARD,SBI CARDS AND PAYMENT SERVICES,INE018E01016
SBILIFE,SBI Life Insurance Company Lim,INE123W01016
SBLI,SBL Infratech Limited,INE0DLM01024
SCAGRO,SC Agrotech Limited,INE895E01017
SCANPRO,SCAN PROJECTS LTD.,INE393D01015
SCANSTL,Scan Steels Limited,INE099G01011
SCHAEFFLER,Schaeffler India Limited,INE513A01022
SCHNEIDER,SCHNEIDER ELECTRIC INFRASTRUCT,INE839M01018
SELECTRIC,Schneider Electric President S,INE155D01018
SCC,Scintilla Commercial & Credit,INE892C01018
9SCL26BA,SCL-9%-26-9-26-NCDS,INE148I07GL3
889SCL26,SCL-9.25%-24-9-26-NCD,INE148I07KN1
945SCL29,SCL-9.45%-19-6-29-PVT,INE148I07XB9
971SCL30,SCL-9.71-19-03-30-NCD,INE148I07WP1
SCLZC26,SCL-ZC-26-9-26-NCDS,INE148I07GN9
10SCNL28,SCNL-10%-30-01-28-PVT,INE836B07915
1015SCNL28,SCNL-10.15%-13-7-28-PVT,INE836B07907
12SCNL31,SCNL-12%-23-07-31-PVT,INE836B08319
SCODATUBES,Scoda Tubes Limited,INE090501011
SCOOBEEDAY,SCOOBEE DAY GARMENTS (INDIA) L,INE962E01015
SEATV,SEA TV NETWORK LTD.,INE351L01016
SEALMATIC,Sealmatic India Limited,INE0O4601016
SEAMECLTD,SEAMEC LTD.,INE497B01018
SEASONST,SEASONS TEXTILES LTD.,INE707B01010
SECURKLOUD,SECUREKLOUD TECHNOLOGIES LIMIT,INE650K01021
SEDEMAC,SEDEMAC MECHATRONICS LIMITED,INE00XB01019
SEEMAX,Seemax Resources Limited,INE1EVO01017
SEJALLTD,SEJAL GLASS LIMITED,INE955I01044
SELMC,SEL MANUFACTURING COMPANY LTD.,INE105I01020
SEMAC,Semac Construction Limited,INE617A01013
SENCO,Senco Gold Limited,INE602W01027
SENORES,SENORES PHARMACEUTICALS LIMITE,INE0RB801010
SEPC,SEPC LIMITED,INE964H01014
SERA,SERA INVESTMENTS & FINANCE IND,INE017I01027
STYL,Seshaasai Technologies Limited,INE04VU01023
SESHACHAL,SESHACHAL TECHNOLOGIES LTD.,INE331F01028
SESHAPAPER,SESHASAYEE PAPER & BOARDS LTD.,INE630A01024
SETCO,SETCO AUTOMOTIVE LTD.,INE878E01021
SETUINFRA,SETUBANDHAN INFRASTRUCTURE LIM,INE023M01027
SEYAIND,SEYA INDUSTRIES LTD.,INE573R01012
1025SFL28A,SFL-10.25%-20-3-28-PVT,INE03K307132
1050SFL28,SFL-10.50%-27-03-28-PVT,INE03K307140
1050SFL26,SFL-10.50%-29-8-26-NCD,INE302E08084
1075SF2028,SFL-10.75%-10-6-28-PVT,INE03K307165
108SFL26,SFL-10.8%-30-8-26-PVT,INE03K307041
1175SFL27,SFL-11.75%-28-10-27-PVT,INE03K307157
SFL290825E,SFL-29-8-30-NCD,INE302E07938
1250SFPL26,SFPL-12.50%-27-9-26-PVT,INE551U07332
SGFIN,SG FINSERVE LIMITED,INE618R01015
SGMART,SG MART LIMITED,INE385F01024
SGLRES,SGL RESOURCES LIMITED,INE967B01028
SGNTE,SGN TELECOMS LTD.,INE266C01023
1025SGSL30,SGSL-10.25%-30-10-30-NCD,INE103C07165
98SGSL30,SGSL-9.8%-30-10-30-NCD,INE103C07173
SHADOWFAX,SHADOWFAX TECHNOLOGIES LIMITED,INE12UN01015
SHAHALLOYS,SHAH ALLOYS LTD.,INE640C01011
SHAHFOOD,SHAH FOODS LTD.,INE455D01012
SHAH,SHAH METACORP LIMITED,INE482J01021
SHAHISHIP,Shahi Shipping Limited,INE825D01016
SHAHLON,Shahlon Silk Industries Limite,INE052001026
SHAILY,SHAILY ENGINEERING PLASTICS LT,INE151G01028
SHAKTIPR,SHAKTI PRESS LTD.,INE794C01016
SHAKTIPUMP,SHAKTI PUMPS (INDIA) LTD.,INE908D01010
SHALBY,Shalby Limited,INE597J01018
SAHLIBHFI,SHALIBHADRA FINANCE LTD.,INE861D01011
SHALPAINTS,SHALIMAR PAINTS LTD.,INE849C01026
SHALPRO,SHALIMAR PRODUCTIONS LTD.,INE435E01020
SHALIWIR,SHALIMAR WIRES INDUSTRIES LTD.,INE655D01025
SHANGAR,SHANGAR DECOR LIMITED,INE118R01032
SRD,Shankar Lal Rampal Dye-Chem Li,INE01NE01012
SHANKARA,Shankara Building Products Lim,INE274V01019
BUILDPRO,Shankara Buildpro Limited,INE24OJ01011
SHANMUGA,SHANMUGA HOSPITAL LIMITED,INE0TD301017
SHAQUAK,SHANTANU SHEOREY AQUAKULT LTD.,INE545N01019
SHANTIGEAR,SHANTHI GEARS LTD.,INE631A01022
SEIL,Shanti Educational Initiatives,INE440T01028
SHANTIGOLD,SHANTI GOLD INTERNATIONAL LIMI,INE06ZD01017
SHANTIDENM,SHANTI SPINTEX LIMITED,INE0QZQ01019
SHINDL,SHARAT INDUSTRIES LTD.,INE220Z01013
SHARDACROP,Sharda Cropchem Limited,INE221J01015
SHRDAIS,SHARDA ISPAT LTD.,INE385M01012
SHARDAMOTR,SHARDA MOTOR INDUSTRIES LTD,INE597I01028
SHARDUL,SHARDUL SECURITIES LTD.,INE037B01020
SHAREINDIA,Share India Securities Limited,INE932X01026
SHARIKA,SHARIKA ENTERPRISES LIMITED,INE669Y01022
SHARMEH,SHARMA EAST INDIA HOSPITALS &,INE465H01012
SHARPINV,SHARP INVESTMENTS LTD,INE909D01026
SHARPLINE,SHARPLINE BROADCAST LIMITED,INE647W01014
SHARVAYA,SHARVAYA METALS LIMITED,INE0UJF01018
SHASHIJIT,Shashijit Infraprojects Limite,INE700V01021
SHAYONAENG,SHAYONA ENGINEERING LIMITED,INE0UCL01011
SFL,Sheela Foam Limited,INE916U01025
SCPL,SHEETAL COOL PRODUCTS LIMITED,INE501Y01019
SHEKHAWATI,SHEKHAWATI INDUSTRIES LIMITED,INE268L01046
SIPL,SHELTER INFRA PROJECTS LTD.,INE413C01013
SHELTER,SHELTER PHARMA LIMITED,INE013V01011
SHEMAROO,SHEMAROO ENTERTAINMENT LIMITED,INE363M01019
SHERVANI,SHERVANI INDUSTRIAL SYNDICATE,INE011D01013
SHETR,SHETRON LTD.,INE278C01010
SHIKHAR,SHIKHAR CONSULTANTS LTD.,INE641B01011
SHILCTECH,SHILCHAR TECHNOLOGIES LTD.,INE024F01011
SHILGRAVQ,SHILP GRAVURES LTD.,INE960A01017
SHILPAMED,SHILPA MEDICARE LTD.,INE790G01031
SHINEFASH,Shine Fashions (India) Limited,INE0BLY01023
SHTL,SHINING TOOLS LIMITED,INE0D8001018
SCI,SHIPPING CORPORATION OF INDIA,INE109A01011
SCILAL,Shipping Corporation of India,INE0PB301013
SHIPWAVES,Shipwaves Online Limited,INE0O9L01010
SHISHIND,Shish Industries Limited,INE145Y01023
SHIVTEXCHEM,SHIV TEXCHEM LIMITED,INE0YRO01015
SHIVACEM,SHIVA CEMENT LTD.,INE555C01029
SHIVAAGRO,SHIVA GLOBAL AGRO INDUSTRIES L,INE960E01019
SHIVAGR,SHIVAGRICO IMPLEMENTS LTD.,INE092H01014
SBCL,SHIVALIK BIMETAL CONTROLS LTD.,INE386D01027
SHIVALIK,Shivalik Rasayan Ltd.,INE788J01021
SHIVA,Shivansh Finserv Limited,INE728Q01014
SHLOKKA,SHLOKKA DYES LIMITED,INE1EUB01016
SHOORA,Shoora Designs Limited,INE0OJZ01019
SHOPERSTOP,SHOPPERS STOP LTD.,INE498B01024
SHRADDHA,SHRADDHA PRIME PROJECTS LTD,INE311M01018
SHRAAITECH,Shradha AI Technologies Limite,INE489B01031
SAPPL,Shree Ajit Pulp And Paper Ltd.,INE185C01017
SBFL,Shree Bhavya Fabrics Limited,INE363D01018
SHREECEM,SHREE CEMENT LTD.,INE070A01015
SHREDIGCEM,SHREE DIGVIJAY CEMENT CO.LTD.,INE232A01011
SHREEGANES,Shree Ganesh Biotech (India) L,INE051N01026
SGRL,Shree Ganesh Remedies Limited,INE414Y01015
HANSUGAR,SHREE HANUMAN SUGAR & INDUSTRI,INE101H01013
SHHARICH,SHREE HARI CHEMICALS EXPORT LT,INE065E01017
SHKARTP,SHREE KARTHIK PAPERS LTD.,INE538D01015
SKIFL,Shree Krishna Infrastructure L,INE951Z01013
SKPMIL,SHREE KRISHNA PAPER MILLS & IN,INE970C01012
SHRMFGC,SHREE MANUFACTURING CO.LTD.,INE632A01012
SHREMETAL,SHREE METALLOYS LTD.,INE914B01012
SHREEPAC,SHREE PACETRONIX LTD.,INE847D01010
SHREEPUSHK,Shree Pushkar Chemicals & Fert,INE712K01011
SHRAJSYNQ,SHREE RAJASTHAN SYNTEX LTD.,INE796C01011
SRTL,SHREE RAM TWISTEX LIMITED,INE19GK01015
SHREERAMA,SHREE RAMA MULTI-TECH LTD.,INE879A01019
RAMANEWS,SHREE RAMA NEWSPRINT LTD.,INE278B01020
SHREEREF,SHREE REFRIGERATIONS LIMITED,INE0FMZ01045
RENUKA,SHREE RENUKA SUGARS LTD.,INE087H01022
SALSAIN,SHREE SALASAR INVESTMENT LTD.,INE315N01017
SHREESEC,Shree Securities Ltd.,INE397C01026
SSWRL,SHREE STEEL WIRE ROPES LTD.,INE387D01025
BALAJEE,SHREE TIRUPATI BALAJEE AGRO TR,INE0S2G01011
SHREEJISPG,Shreeji Shipping Global Limite,INE1B6101010
STL,Shreeji Translogistics Limited,INE402Y01028
SHREENATH,SHREENATH PAPER PRODUCTS LIMIT,INE0RXS01018
SHREYANIND,SHREYANS INDUSTRIES LTD.,INE231C01019
SHREYASI,SHREYAS INTERMEDIATES LTD.,INE115F01017
SHBAJRG,SHRI BAJRANG ALLIANCE LIMITED,INE402H01015
SBVCL,Shri Balaji Valve Components L,INE0RNZ01014
SHRIDINE,SHRI DINESH MILLS LTD.,INE204C01024
SHRIGANG,SHRI GANG INDUSTRIES AND ALLIE,INE241V01018
SHRJAGP,SHRI JAGDAMBA POLYMERS LTD.,INE564J01026
SKCIL,Shri Keshav Cements and Infra,INE260E01014
SHRIKRISH,SHRI KRISHNA DEVCON LTD.,INE997I01012
SHRINIWAS,Shri Niwas Leasing and Finance,INE201F01015
SVRL,Shri Venkatesh Refineries Limi,INE0HLJ01013
SHRICON,SHRICON INDUSTRIES LTD.,INE753D01010
SHRINGARMS,SHRINGAR HOUSE OF MANGALSUTRA,INE1B3L01017
SRAMSET,SHRIRAM ASSET MANAGEMENT CO.LT,INE777G01012
SHRIRAMFIN,Shriram Finance Limited,INE721A01047
SHRIRAMPPS,Shriram Properties Limited,INE217L01019
SHRISTI,SHRISTI INFRASTRUCTURE DEVELOP,INE472C01027
SHRYDUS,SHRYDUS INDUSTRIES LIMITED,INE488C01015
SHUBHAM,Shubham Polyspin Limited,INE01J501010
SKRABUL,SHUKRA BULLIONS LTD.,INE561E01015
SHUKJEW,SHUKRA JEWELLERS LTD.,INE344E01016
SHUKRAPHAR,Shukra Pharmaceuticals Limited,INE551C01044
SHYAMCENT,Shyam Century Ferrous Limited,INE979R01011
SHYAMMETL,Shyam Metalics and Energy Limi,INE810G01011
SHYAMTEL,SHYAM TELECOM LTD.,INE635A01023
SHYMINV,SHYAMKAMAL INVESTMENTS LTD.,INE203N01015
SICAPIT,SI CAPITAL & FINANCIAL SERVICE,INE417F01017
SIBARAUT,SIBAR AUTO PARTS LTD.,INE441C01014
SICAGEN,SICAGEN INDIA LTD.,INE176J01011
SICALLOG,SICAL LOGISTICS LTD.,INE075B01020
SIDDHA,SIDDHA VENTURES LTD.,INE140C01012
SIDDHEGA,SIDDHESWARI GARMENTS LTD.,INE797C01019
ENRIN,Siemens Energy India Limited,INE1NPP01017
SIEMENS,SIEMENS LTD.,INE003A01024
SIGACHI,Sigachi Industries Limited,INE0D0K01022
SIGMAADV,SIGMA ADVANCED SYSTEMS LIMITED,INE933B01012
SIGMA,SIGMA SOLVE LIMITED,INE0A0S01028
SIGNATURE,SIGNATUREGLOBAL (INDIA) LIMITE,INE903U01023
SIGIND,SIGNET INDUSTRIES LIMITED,INE529F01035
SIGNPOST,Signpost India Limited,INE0KGZ01021
SIKA,SIKA INTERPLANT SYSTEMS LTD.,INE438E01032
SILINV,SIL INVESTMENTS LTD.,INE923A01015
SRSOLTD,SILICON RENTAL SOLUTIONS LIMIT,INE0MNV01014
SILVOAK,SILVER OAK (INDIA) LTD.,INE870J01019
SILVERO,SILVER OAK COMMERCIAL LTD.,INE798C01017
SILVERTUC,Silver Touch Technologies Limi,INE625X01026
SIMANDHAR,SIMANDHAR IMPEX LIMITED,INE0VI201010
SIMBHALS,Simbhaoli Sugars Ltd,INE748T01016
SIMMOND,SIMMONDS MARSHALL LTD.,INE657D01021
SIMPLEXCAS,SIMPLEX CASTINGS LTD.,INE658D01011
SIMPLEXINF,SIMPLEX INFRASTRUCTURES LTD.,INE059B01024
SIMPLXPAP,SIMPLEX PAPERS LTD.,INE456H01029
SIMPLXREA,SIMPLEX REALTY LTD.,INE167H01014
SIMRAN,SIMRAN FARMS LTD.,INE354D01017
SINCLAIR,SINCLAIRS HOTELS LIMITED,INE985A01022
SINDHUTRAD,SINDHU TRADE LINKS LIMITED,INE325D01025
SINGERIND,SINGER INDIA LTD.,INE638A01035
SINNAR,SINNAR BIDI UDYOG LTD.,INE896E01023
SIRCA,Sirca Paints India Limited,INE792Z01011
SIS,SIS LIMITED,INE285J01028
SITAENT,SITA ENTERPRISES LTD.,INE579D01019
SITINET,Siti Networks Ltd.,INE965H01011
SIYARAM,Siyaram Recycling Industries L,INE0QSK01017
SIYSIL,SIYARAM SILK MILLS LTD.,INE076B01028
SIZEMASTER,SIZEMASTERS TECHNOLOGY LIMITED,INE235U01012
SJCORP,SJ CORPORATION LTD.,INE312B01027
SJVN,SJVN LTD,INE002L01015
SKIEL,SK International Export Limite,INE04ST01013
SKM,SK Minerals & Additives Limite,INE13YH01017
SKFINDUS,SKF INDIA (INDUSTRIAL) LIMITED,INE2J8701016
SKFINDIA,SKF INDIA LIMITED,INE640A01023
SKIPPER,SKIPPER LTD,INE439E01022
SKMEGGPROD,SKM EGG PRODUCTS EXPORT (INDIA,INE411D01023
SKPSEC,SKP SECURITIES LTD.,INE709B01016
SKYGOLD,Sky Gold And Diamonds Limited,INE01IU01018
SKYIND,SKY INDUSTRIES LTD.,INE765B01018
SKYBIOTECH,SKYBIOTECH HEALTHCARE LIMITED,INE393H01016
SKYLMILAR,SKYLINE MILLARS LTD.,INE178E01026
SMARTFIN,Smart Finsec Limited,INE766D01020
SMARTLINK,Smartlink Holdings Limited,INE178C01020
SMARTWORKS,SMARTWORKS COWORKING SPACES LI,INE0NAZ01010
SMCGLOBAL,SMC Global Securities Limited,INE103C01036
8SMC29,SMC-8%-13-10-29-MB,INE05NX24023
8SMC30,SMC-8%-13-10-30-MB,INE05NX24031
1003SMCG30,SMCGSL-10.03%-24-04-30-NCD,INE103C07082
104SMCGS29,SMCGSL-10.40%-07-08-29-NCD,INE103C07066
1050SMCG30,SMCGSL-10.50%-24-04-30-NCD,INE103C07090
SMFIL,SMITHS & FOUNDERS (INDIA) LIMI,INE728B01032
SMLMAH,SML Mahindra Limited,INE294B01019
1385SML29,SML-13.85%-12-7-29-PVT,INE982X08109
SMR,SMR Jewels Limited,INE11XK01017
SMRUTHIORG,Smruthi Organics Limited,INE172E01011
SMSPHARMA,SMS PHARMACEUTICALS LTD.,INE812G01025
SMTEL,SMT ENGINEERING LIMITED,INE673E01018
SNL,SNL BEARINGS LTD.,INE568F01017
SNOWMAN,SNOWMAN LOGISTICS LTD,INE734N01019
SOBHA,SOBHA,INE671H01015
SOBME,SOBHAGYA MERCHANTILE LTD.,INE754D01018
SODHACAP,SODHANI CAPITAL LIMITED,INE0QU501030
SOFCOM,SOFCOM SYSTEMS LIMITED,INE499Q01012
SOFTRAKV,SOFTRAK VENTURE INVESTMENT LTD,INE562E01021
SOFTTECH,SoftTech Engineers Limited,INE728Z01015
SOLARINDS,SOLAR INDUSTRIES INDIA LTD.,INE343H01029
SOLARA,SOLARA ACTIVE PHARMA SCIENCES,INE624Z01016
SOLARIUM,SOLARIUM GREEN ENERGY LIMITED,INE0W0H01017
SOLARWORLD,Solarworld Energy Solutions Li,INE0TY101024
SOLIDSTON,SOLID STONE COMPANY LTD.,INE584G01012
SOLIMAC,SOLITAIRE MACHINE TOOLS LTD.,INE410A01013
SOLVEX,Solvex Edibles Limited,INE1IIQ01028
SDBL,SOM DISTILLERIES & BREWERIES L,INE480C01038
SOMATEX,SOMA TEXTILES & INDUSTRIES LTD,INE314C01013
SOMANYCERA,SOMANY CERAMICS LTD.,INE355A01028
SOMICONVEY,SOMI CONVEYOR BELTINGS LTD.,INE323J01019
SONACOMS,Sona BLW Precision Forgings Li,INE073K01018
SONALAD,SONAL ADHESIVES LTD.,INE344I01017
SONAL,Sonal Mercantile Limited,INE321M01017
SONALIS,Sonalis Consumer Products Limi,INE0N5O01013
SONATSOFTW,SONATA SOFTWARE LTD.,INE269A01021
SML,Soni Medicare Limited,INE848R01018
SOURCENTRL,SOURCE NATURAL FOODS & HERBAL,INE679C01027
STHINPA,SOUTH INDIA PAPER MILLS LTD.,INE088G01014
SOUTHBANK,SOUTH INDIAN BANK LTD.,INE683A01023
SOUTHWEST,South West Pinnacle Exploratio,INE980Y01015
SOUTHERNIN,SOUTHERN INFOCONSULTANTS LIMIT,INE298B01010
SOUTHMG,SOUTHERN MAGNESIUM & CHEMICALS,INE308N01012
SPIC,SOUTHERN PETROCHEMICALS LTD.,INE147A01011
SOVERDIA,SOVEREIGN DIAMONDS LTD.,INE959D01013
SPCAPIT,SP CAPITAL FINANCING LTD.,INE102F01015
SPACEINCUBA,Space Incubatrics Technologies,INE797Z01028
SDL,Span Divergent Limited,INE004E01016
SPANDANA,Spandana Sphoorty Financial Li,INE572J01011
SPAR,SPARC ELECTREX LIMITED,INE960B01015
SPARKLEGR,SPARKLE GOLD ROCK LIMITED,INE618F01010
SPML,SPECIALITY MEDICINES LIMITED,INE0R0M01014
SPECIALITY,SPECIALITY RESTAURANTS LTD.,INE247M01014
SPECTRA,SPECTRA INDUSTRIES LTD.,INE848B01012
SPECTRUM,Spectrum Electrical Industries,INE01EO01010
SPECFOOD,SPECTRUM FOODS LTD.,INE547C01018
SPELS,SPEL SEMICONDUCTOR LTD.,INE252A01019
SPENCERS,Spencer's Retail Limited,INE020801028
SPENTA,SPENTA INTERNATIONAL LTD.,INE175C01018
SPICEISLIN,SPICE ISLANDS INDUSTRIES LIMIT,INE882D01017
SPICELOUNG,SPICE LOUNGE FOOD WORKS LIMITE,INE631E01024
SPICEJET,SPICEJET LTD.,INE285B01017
SPLIL,SPL INDUSTRIES LTD.,INE978G01016
SPMLINFRA,SPML INFRA LIMITED,INE937A01023
SPORTKING,Sportking India Ltd.,INE885H01029
SHRIPISTON,SPR Auto Technologies Limited,INE526E01018
SPRAYKING,Sprayking Limited,INE537U01037
SPRIGHT,SPRIGHT AGRO LIMITED,INE179O01031
SFPIL,SQUARE FOUR PROJECTS INDIA LIM,INE716K01020
SRHHYPOLTD,SREE RAYALASEEMA HI-STRENGTH H,INE917H01012
SREEL,SREELEATHERS LTD.,INE099F01013
SRESTHA,Srestha Finvest Limited,INE606K01049
SRF,SRF LTD.,INE647A01010
SRGHFL,SRG HOUSING FINANCE LTD.,INE559N01010
SRICC,Sri Chakra Cement Limited,INE827D01020
HAVISHA,SRI HAVISHA HOSPITALITY INFRAS,INE293B01029
SRIKPRIND,SRI KPR INDUSTRIES LTD.,INE009C01019
SLSTLQ,SRI LAKSHMI SARASWATHI TEXTILE,INE456D01010
LOTUSDEV,Sri Lotus Developers and Realt,INE0V9Q01010
SRINACHA,SRI NACHAMMAI COTTON MILLS LTD,INE443E01016
SRMCL,SRI RAMAKRISHNA MILLS (COIMBAT,INE306D01017
SRIGEE,SRIGEE DLM LIMITED,INE0RJ901010
SRM,SRM CONTRACTORS LIMITED,INE0R6Z01013
SRMENERGY,SRM ENERGY LTD.,INE173J01018
SRUSTEELS,SRU Steels Limited,INE425C01017
1125SSFL28,SSFL-11.25%-26-24-28-PVT,INE572J07810
SSMD,SSMD AGROTECH INDIA LIMITED,INE1U2R01013
SSPDL,SSPDL LTD.,INE838C01011
STALLION,Stallion India Fluorochemicals,INE0RYC01010
STANBIK,STANBIK AGRO LIMITED,INE16QA01011
STDBAT,STANDARD BATTERIES LTD.,INE502C01039
STANCAP,STANDARD CAPITAL MARKETS LTD.,INE625D01028
SETL,STANDARD ENGINEERING TECHNOLOG,INE0M4D01010
SIL,STANDARD INDUSTRIES LTD.,INE173A01025
STDSFAC,STANDARD SURFACTANTS LTD.,INE307D01015
STANLEY,STANLEY LIFESTYLES LIMITED,INE01A001028
STARCEMENT,Star Cement Limited,INE460H01021
STARDELTA,STAR DELTA TRANSFORMERS LIMITE,INE541K01014
STARHEALTH,Star Health and Allied Insuran,INE575P01011
STARHFL,STAR HOUSING FINANCE LIMITED,INE526R01028
STARIMAGIN,STAR IMAGING AND PATH LAB LIMI,INE0YG001013
STARPAPER,STAR PAPER MILLS LTD.,INE733A01018
STARLENT,STARLINEPS ENTERPRISES LIMITED,INE594W01042
STARLOG,Starlog Enterprises Limited,INE580C01019
STARSOURCE,STARSOURCE MULTITRADE LIMITED,INE320M01019
STARTECK,STARTECK FINANCE LIMITED,INE992I01013
SBIN,STATE BANK OF INDIA,INE062A01020
STCINDIA,STATE TRADING CORPORATION OF I,INE655A01013
SAIL,STEEL AUTHORITY OF INDIA LTD.,INE114A01011
STEELXIND,STEEL EXCHANGE INDIA LTD.,INE503B01021
STLSTRINF,STEEL STRIPS INFRASTRUCTURES L,INE205F01016
SSWL,STEEL STRIPS WHEELS LTD.,INE802C01033
STEELCAS,STEELCAST LTD.,INE124E01038
STEL,STEL HOLDINGS LIMITED,INE577L01016
STELLANT,STELLANT SECURITIES (INDIA) LT,INE395F01023
STEP2COR,STEP TWO CORPORATION LTD.,INE623D01015
SWSOLAR,STERLING AND WILSON RENEWABLE,INE00M201021
STRGRENWO,STERLING GREEN WOODS LTD.,INE398F01019
STERPOW,STERLING POWERGENSYS LTD,INE067E01013
STERTOOLS,STERLING TOOLS LTD.,INE334A01023
STLTECH,STERLITE TECHNOLOGIES LTD.,INE089C01029
SGL,STL GLOBAL LTD.,INE353H01010
STLNETWORK,STL Networks Limited,INE1VXE01018
STAL,Storage Technologies and Autom,INE0RGM01016
STOVEKRAFT,STOVE KRAFT LIMITED,INE00IN01015
STOVACQ,STOVEC INDUSTRIES LTD.,INE755D01015
